기기명,시리즈,모델,용량,제품상태,가격
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,중,120000
아이폰14프로 128GB,아이폰14,프로,128GB,상,1358000
아이폰12 프로 256GB,아이폰12,프로,256GB,중,700000
아이폰11프로 64GB,아이폰11,프로,64GB,중,350000
아이폰11프로 64GB,아이폰11,프로,64GB,중,397000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,320000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,상,210000
아이폰13 프로 256GB,아이폰13,프로,256GB,상,1050000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,255000
아이폰11 64GB,아이폰11,기본,64GB,상,335000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,282000
아이폰13 프로 512GB,아이폰13,프로,512GB,상,1200000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,446000
아이폰13 256GB,아이폰13,기본,256GB,상,850000
아이폰7 128GB,아이폰7,기본,128GB,하,80000
아이폰13 프로 256GB,아이폰13,프로,256GB,중,980000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,중,146000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,445000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,445000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,445000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,278000
아이폰Xs 64GB,아이폰xs,기본,64GB,중,274000
아이폰13 프로 256GB,아이폰13,프로,256GB,상,1070000
아이폰13 프로 256GB,아이폰13,프로,256GB,상,985000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,435000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,425000
아이폰12 미니 128GB,아이폰12,미니,128GB,하,352000
아이폰12 미니 256GB,아이폰12,미니,256GB,중,445000
아이폰12 프로 128GB,아이폰12,프로,128GB,중,559000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,405000
아이폰14프로 128GB,아이폰14,프로,128GB,상,1316000
아이폰11프로 64GB,아이폰11,프로,64GB,상,430000
아이폰12 미니 256GB,아이폰12,미니,256GB,상,550000
아이폰13 프로 256GB,아이폰13,프로,256GB,상,1190000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,340000
아이폰Xs 64GB,아이폰xs,기본,64GB,중,259000
아이폰12 미니 64GB,아이폰12,미니,64GB,상,400000
아이폰SE (2022) 128GB,아이폰SE,2022,128GB,중,365000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,430000
아이폰7 128GB,아이폰7,기본,128GB,상,160000
아이폰Xs 64GB,아이폰xs,기본,64GB,중,211000
아이폰12 미니 128GB,아이폰12,미니,128GB,상,355000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,중,160000
아이폰13 프로 맥스 256GB,아이폰13,프로맥스,256GB,상,1100000
아이폰12 프로 맥스 256GB,아이폰12,프로맥스,256GB,중,739000
아이폰12 프로 512GB,아이폰12,프로,512GB,상,670000
아이폰12 프로 256GB,아이폰12,프로,256GB,상,680000
아이폰11프로맥스 64GB,아이폰11,프로맥스,64GB,상,600000
아이폰13 프로 맥스 1TB,아이폰13,프로맥스,1TB,상,1659000
아이폰11 64GB,아이폰11,기본,64GB,상,280000
아이폰13 프로 256GB,아이폰13,프로,256GB,상,1100000
아이폰X 64GB,아이폰X,기본,64GB,중,220000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,260000
아이폰12 프로 128GB,아이폰12,프로,128GB,상,750000
아이폰13 프로 맥스 256GB,아이폰13,프로맥스,256GB,중,1390000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,320000
아이폰12 미니 128GB,아이폰12,미니,128GB,상,460000
아이폰SE (2022) 256GB,아이폰SE,2022,256GB,상,500000
아이폰13 프로 256GB,아이폰13,프로,256GB,상,995000
아이폰SE (2020) 128GB,아이폰SE,2020,128GB,중,230000
아이폰SE (2022) 128GB,아이폰SE,2022,128GB,중,420000
아이폰SE (2020) 128GB,아이폰SE,2020,128GB,중,200000
아이폰12 128GB,아이폰12,기본,128GB,상,559000
아이폰SE 64GB,아이폰SE,기본,64GB,상,250000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,370000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,330000
아이폰11 128GB,아이폰11,기본,128GB,중,352000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,320000
아이폰12 프로 256GB,아이폰12,프로,256GB,중,700000
아이폰13 프로 맥스 256GB,아이폰13,프로맥스,256GB,중,1070000
아이폰Xs 256GB,아이폰xs,기본,256GB,상,420000
아이폰XR 64GB,아이폰xr,기본,64GB,중,253000
아이폰11프로 64GB,아이폰11,프로,64GB,상,427000
아이폰11 64GB,아이폰11,기본,64GB,중,319000
아이폰12 프로 256GB,아이폰12,프로,256GB,중,550000
아이폰11 64GB,아이폰11,기본,64GB,중,320000
아이폰14프로 128GB,아이폰14,프로,128GB,상,1400000
아이폰13 미니 512GB,아이폰13,미니,512GB,중,690000
아이폰11프로 256GB,아이폰11,프로,256GB,중,350000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,421000
아이폰8 64GB,아이폰8,기본,64GB,하,85000
아이폰SE (2020) 128GB,아이폰SE,2020,128GB,중,140000
아이폰13 프로 256GB,아이폰13,프로,256GB,상,1000000
아이폰7 128GB,아이폰7,기본,128GB,중,129000
아이폰12 64GB,아이폰12,기본,64GB,상,650000
아이폰12 미니 64GB,아이폰12,미니,64GB,상,490000
아이폰13 프로 128GB,아이폰13,프로,128GB,상,1100000
아이폰13 프로 맥스 256GB,아이폰13,프로맥스,256GB,중,1270000
아이폰12 128GB,아이폰12,기본,128GB,중,480000
아이폰13 128GB,아이폰13,기본,128GB,상,855000
아이폰13 256GB,아이폰13,기본,256GB,상,955000
아이폰12 256GB,아이폰12,기본,256GB,중,820000
아이폰13 미니 128GB,아이폰13,미니,128GB,중,720000
아이폰13 미니 128GB,아이폰13,미니,128GB,중,530000
아이폰13 미니 256GB,아이폰13,미니,256GB,중,735000
아이폰12 128GB,아이폰12,기본,128GB,중,640000
아이폰13 256GB,아이폰13,기본,256GB,중,810000
아이폰13 프로 128GB,아이폰13,프로,128GB,중,975000
아이폰13 미니 128GB,아이폰13,미니,128GB,상,815000
아이폰7 32GB,아이폰7,기본,32GB,상,140000
아이폰SE (2020) 256GB,아이폰SE,2020,256GB,중,188000
아이폰13 128GB,아이폰13,기본,128GB,중,820000
아이폰12 128GB,아이폰12,기본,128GB,중,640000
아이폰SE (2020) 128GB,아이폰SE,2020,128GB,중,148000
아이폰Xs 256GB,아이폰xs,기본,256GB,중,287000
아이폰8 256GB,아이폰8,기본,256GB,중,200000
아이폰SE (2022) 128GB,아이폰SE,2022,128GB,상,375000
아이폰12 프로 256GB,아이폰12,프로,256GB,중,650000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,370000
아이폰13 프로 128GB,아이폰13,프로,128GB,상,859000
아이폰Xs 맥스 512GB,아이폰xs,맥스,512GB,상,390000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,중,141000
아이폰12 미니 64GB,아이폰12,미니,64GB,중,320000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,332000
아이폰13 프로 128GB,아이폰13,프로,128GB,상,990000
아이폰X 64GB,아이폰X,기본,64GB,하,140000
아이폰SE (2022) 64GB,아이폰SE,2022,64GB,중,315000
아이폰SE (2022) 128GB,아이폰SE,2022,128GB,중,411000
아이폰12 미니 128GB,아이폰12,미니,128GB,상,330000
아이폰Xs 64GB,아이폰xs,기본,64GB,하,210000
아이폰12 128GB,아이폰12,기본,128GB,중,550000
아이폰11 64GB,아이폰11,기본,64GB,중,320000
아이폰Xs 256GB,아이폰xs,기본,256GB,중,260000
아이폰8 64GB,아이폰8,기본,64GB,중,133000
아이폰13 프로 128GB,아이폰13,프로,128GB,중,930000
아이폰13 프로 256GB,아이폰13,프로,256GB,중,950000
아이폰12 프로 128GB,아이폰12,프로,128GB,상,600000
아이폰13 미니 128GB,아이폰13,미니,128GB,하,355000
아이폰X 64GB,아이폰X,기본,64GB,상,230000
아이폰X 64GB,아이폰X,기본,64GB,중,265000
아이폰Xs 256GB,아이폰xs,기본,256GB,상,270000
아이폰14프로 1TB,아이폰14,프로,1TB,상,1969000
아이폰13 미니 128GB,아이폰13,미니,128GB,상,750000
아이폰11 128GB,아이폰11,기본,128GB,중,250000
아이폰SE (2020) 64GB,아이폰SE,2020,64GB,상,220000
아이폰11 256GB,아이폰11,기본,256GB,중,430000
아이폰11프로 64GB,아이폰11,프로,64GB,중,390000
아이폰SE (2022) 128GB,아이폰SE,2022,128GB,상,420000
아이폰12 64GB,아이폰12,기본,64GB,상,620000
아이폰12 64GB,아이폰12,기본,64GB,상,620000
아이폰12 64GB,아이폰12,기본,64GB,상,670000
아이폰13 미니 128GB,아이폰13,미니,128GB,상,725000
아이폰12 128GB,아이폰12,기본,128GB,중,660000
아이폰12 미니 128GB,아이폰12,미니,128GB,중,470000
아이폰13 프로 256GB,아이폰13,프로,256GB,상,1100000
아이폰13 미니 128GB,아이폰13,미니,128GB,중,575000
아이폰6 32GB,아이폰6,기본,32GB,중,79000
아이폰11 64GB,아이폰11,기본,64GB,중,330000
아이폰11프로 256GB,아이폰11,프로,256GB,중,379000
아이폰13 256GB,아이폰13,기본,256GB,상,900000
아이폰12 프로 512GB,아이폰12,프로,512GB,상,680000
아이폰12 프로 256GB,아이폰12,프로,256GB,상,690000
아이폰13 128GB,아이폰13,기본,128GB,상,735000
아이폰13 128GB,아이폰13,기본,128GB,상,716000
아이폰13 미니 128GB,아이폰13,미니,128GB,상,550000
아이폰13 256GB,아이폰13,기본,256GB,상,850000
아이폰7플러스 32GB,아이폰7,플러스,32GB,중,140000
아이폰12 미니 64GB,아이폰12,미니,64GB,상,340000
아이폰SE (2020) 256GB,아이폰SE,2020,256GB,중,169000
아이폰11 128GB,아이폰11,기본,128GB,중,345000
아이폰8 64GB,아이폰8,기본,64GB,중,120000
아이폰13 프로 256GB,아이폰13,프로,256GB,상,891000
아이폰13 128GB,아이폰13,기본,128GB,중,653000
아이폰13 미니 128GB,아이폰13,미니,128GB,상,600000
아이폰11프로 64GB,아이폰11,프로,64GB,중,377000
